x,y
-711.9367603943259,-2233.8261595764548
849.4652933133692,2671.3569409504566
-629.3842466598006,-1974.300401370103
-1048.533092339885,-3291.6232264628297
1200.8473838942266,3775.273878501028
-366.99169788865,-1150.5172856699417
-1233.9535478835805,-3874.1208575329615
-549.9203022601431,-1724.7014273945758
-521.4478031722657,-1635.5568143045116
1061.666144959413,3338.277640664374
515.552657308638,1622.374260362816
978.4662592230076,3076.625247328095
195.68269908164697,617.4809963752396
85.08078836506742,269.7875140752645
-249.42142338338428,-780.7505487802686
816.3954839185476,2567.5310172189115
-1062.193682519964,-3334.088668561406
-108.9964753226884,-339.64449364216006
-958.0865546827272,-3006.904771438603
-779.5982608433111,-2446.328112278876
-1174.9674821986243,-3688.437875434693
154.54625862208192,488.0413557458947
402.6583960347192,1267.8001288181738
-996.7012164963378,-3128.3536514528914
212.4418143570586,669.9327018716318
-1129.7693235144034,-3546.473633719756
-1019.2489193979128,-3199.123325372155
-447.7959640238991,-1403.8171698840288
-751.3420570406798,-2357.8648841622844
-576.3747805483788,-1807.853913558843
502.84307712327353,1582.2441520500508
841.1686381173441,2645.5730086396034
-1008.9101924221854,-3167.1010130962736
-925.7166529120824,-2905.8033858603562
-988.9108348100689,-3103.9245607578964
-26.439413561474005,-80.07091448368043
891.4691704646673,2803.084398382662
1066.623723464164,3353.7184825121367
-754.6060508161682,-2367.9954538077077
-1229.1691889647816,-3858.737503010561
-127.8195865545797,-399.00649806996853
478.71805647089803,1506.8517680556834
829.2847505314304,2607.7623645417766
313.6393164348145,988.181646410126
-1200.7324930664192,-3769.303267016189
-1054.3304023790483,-3309.7129253638727
738.3622441540633,2322.4706496778595
1059.5909013551563,3331.78854149344
1090.6903036307488,3429.2563648794217
396.33753588027975,1247.628074004234
480.3693261223654,1512.140010947981
643.508986501381,2024.6078092770235
800.3677207725476,2517.0018943979203
-70.35524133963753,-218.49155993351522
1193.1965500513913,3751.3475144333383
1052.8261491057121,3310.5196264049796
-874.3718407130664,-2744.0478383417767
-865.9923120275033,-2717.631231072195
34.47852913269037,111.26411425094365
-1042.7340295095582,-3273.311503358436
-849.5068874064276,-2665.8254586556113
-532.9386474841353,-1671.6558288199744
804.2164855680401,2529.0247609729613
115.22215751106086,364.72539542304247
936.6847927760397,2945.1215023205464
636.7289387432372,2002.9363720513452
1145.5540760025308,3601.686875269888
-582.6410921823381,-1827.875581628384
-897.0544987157308,-2815.6456360520865
-903.4827559266425,-2835.4316661511416
-1179.829470416657,-3703.9862474024226
46.67424400555847,149.33114642675216
-306.71581819731114,-961.1268885173977
412.4586214109347,1298.2891459986251
124.95702520795396,395.46431588756616
-740.8464446184404,-2324.834596948337
-1214.5236654226578,-3812.7420458035645
-351.5742030609413,-1101.6556771390506
702.9608289608959,2211.020065816272
-1150.707828309926,-3612.0403998677243
-214.87596181846612,-672.5566485624151
338.64265045903653,1066.5825449211472
940.6851513115923,2958.0581753490533
-765.2621142896007,-2401.158666272427
-1057.480711559176,-3319.7192029515877
-1029.498382601023,-3231.7817863994455
-212.3486668172355,-664.6904736078408
499.9399931376672,1573.411405984729
-83.08253842356805,-258.0272917627829
-794.135407485687,-2492.0059591491186
101.20905665988231,320.6206886106033
612.1505646171253,1925.608791304292
-1116.0867728361534,-3503.8031835145634
-635.2396152737425,-1992.9981282300448
82.81025297489377,262.59945499993063
-106.18592706742292,-330.7344044882555
313.6288750717977,987.753518430399
514.557327628079,1619.5183052925047
-343.52201065750955,-1076.2917362114363
1153.5491573055806,3626.696620883612
135.53012965776708,428.32297253253967
-1041.9355308897343,-3270.5194897658484
40.00334663761315,128.29780049885625
953.0919426739246,2997.1716175565634
608.9475738028035,1915.9924894368075
309.5285242806686,975.3136476782469
53.656687969725425,171.58571560755726
1108.4179945070505,3485.159174850338
927.8375468107823,2917.338537940922
1227.3801461733235,3858.4402779240686
691.8487453968846,2176.5179311594475
-876.5353419839587,-2750.7269881360467
-733.5695962620642,-2302.090666026681
-1061.5180924584847,-3331.884976868726
-609.861239563585,-1913.2911231472485
412.1474766117479,1297.3296470601158
-409.10279106928743,-1282.3205472482691
329.37771396052483,1037.5559053241332
-514.0403477192137,-1612.2345661749782
-325.6950935291981,-1020.2110397681024
-716.9021867346418,-2249.5539193135814
-433.5573959392107,-1359.3185437915527
49.370648971827165,158.09622793874445
-1111.7358405590903,-3489.6219598917246
-438.9319857388694,-1376.2673943540242
1109.0672105447331,3486.8250607730483
-770.5891687333245,-2417.9434004967206
1110.3336653172469,3491.2093513917184
115.58862214306889,366.0645563607725
456.5755045079808,1436.9009121060822
272.2068524339351,857.89002193454
-338.45936241738775,-1060.6870719457975
289.57378760788015,912.1695297900544
486.45906925339165,1531.0944254314559
689.7306630418801,2169.696208364134
-209.84676240138165,-656.7829107300003
924.3586738291839,2906.5381161384116
913.7269706703673,2873.254563552448
-868.5781884798058,-2726.2818608740695
952.1752248908991,2994.3609589367666
-445.5180664091048,-1396.9826479487056
404.8827126331644,1274.8478872106555
310.80347135604796,979.3121090832036
-669.3132073064357,-2099.722068290064
1009.8809906146053,3175.5029600589733
-494.9672479085065,-1552.1494115660337
302.83059507913225,954.1378348728952
-669.581928917104,-2100.537967978913
-61.022245963997165,-189.06909351156736
-292.33773122422554,-915.9671278070373
218.56039197837998,689.6241692720713
73.06015400872941,232.00933627693354
1003.5477732597955,3155.626932916165
1040.914798181568,3272.847021418673
-1159.3565671930373,-3639.2797479296014
-304.4323389487572,-953.8026206755177
-499.5451150716465,-1566.7969632050072
465.6948432107931,1465.6779102808966
-359.6709368645185,-1126.9422683194753
863.7456907543232,2716.4004815388175
-1229.1704414744718,-3858.941490962183
-1215.1208592105927,-3814.5644276849043
699.6655494108115,2200.589678088497
-816.5785308178813,-2562.65939991072
-840.464827487961,-2637.786884058087
-1172.3200406379879,-3679.968481909277
-775.9174545821244,-2434.6915672914065
-850.06552287729,-2667.703112706945
913.8403299233563,2873.697860459395
-924.8224771591632,-2902.912707885645
94.94617532749268,301.2135139862185
-252.48685254320924,-790.4065151925031
212.79732722995882,671.5007746298518
-399.3760390404632,-1252.080404594173
-302.9143565627965,-949.0444137981876
65.94311865132195,210.17886814237676
686.0744282441573,2158.1305410823206
650.438223189411,2046.2726494279746
416.04392033204135,1309.5454115325913
800.8881761271241,2518.620718881008
152.28925991735431,481.13346613319146
988.8533390144363,3109.0150838802087
657.1374586438238,2067.3908269662975
541.6047562948868,1704.4690061330375
605.6974176158802,1905.4354217906473
-938.8461185711246,-2946.754714467637
-285.1839468112161,-893.048012379797
-1138.484585765597,-3574.152530145257
720.7620322141656,2267.3225186785608
-188.78403588210887,-590.2717040944412
-692.6915130830098,-2173.6688255094737
737.8393371266707,2320.9350357698404
47.442830473003006,151.66881385747513
544.2498695254654,1712.7346085427362
1062.5786394246015,3340.8698233710265
998.6283268178386,3139.817947027795
855.2472236997472,2689.3584280909413
117.64639976153539,372.244105173806
-85.47118859338833,-265.9004895695672
136.35810459022767,430.92332161422513
-73.19434365292533,-227.1488151853609
154.18567698066244,487.03768019712555
918.0020927229283,2886.886444299514
-800.1219704623272,-2511.057571131606
-214.46057221247918,-671.1152683251855
-528.0121264771867,-1656.0328607593453
759.8606269876641,2389.861837966386
524.3134665548405,1649.693335021018
-727.4479480840087,-2282.7832886440115
-854.2951387758358,-2680.860191105789
1114.6067459542396,3504.2736923829816
-50.696823283636704,-156.49287401349804
-1116.2972087457472,-3504.171181106441
971.0590995724973,3053.1767005611487
-657.3821708559865,-2062.574158388805
967.2880240089697,3041.4422702665825
-1041.2325139254294,-3268.440457338731
-819.4840080122862,-2571.7292667844245
1015.9032036906984,3194.4887127485395
352.8076183654185,1111.3341879158536
906.3280196403311,2849.9184263021602
-926.7650355678378,-2908.6112329142006
503.56165724890235,1584.7536935160617
546.8707943424916,1720.7379357230313
465.7299102310814,1465.5718064555922
204.82572701579423,646.1908791735567
-13.8731117482147,-40.777699932201664
-140.82833492155868,-439.606151874317
387.4577635331989,1219.9369680088946
-579.6956612991262,-1818.5158476216052
119.97684207976779,379.4749561683473
1088.9166888351651,3423.444110902536
-1151.671996854793,-3615.290415292535
-241.36347481918065,-755.6665333080149
-1082.7575441740494,-3398.7954234503404
589.4160357988278,1854.5384766883706
-1165.3225046348143,-3658.086439187783
657.7200954549493,2069.0397143277332
1171.3130429577807,3682.4311695435617
2.248937317427077,9.826548951897319
723.7072801786475,2276.1641281167267
-604.870117581069,-1897.6675489311096
-957.1902947655956,-3004.299323403644
-1175.3540312585424,-3689.6578566989388
-93.1713866426875,-289.87246602808773
127.94274587653496,404.7479840356079
-341.601392668878,-1070.3878909755058
1055.4500577117972,3318.6480768320316
-328.7505715390267,-1030.2511093041094
1051.2897038494202,3305.2148377348476
-568.7351526601655,-1783.753011830545
-237.07990727639742,-742.0050669203732
770.3639151325965,2423.0113687180246
-951.7249649916316,-2987.298896344386
-1232.5834456669666,-3869.7758702487295
822.7987701333275,2587.9104123174884
-485.9735267495943,-1524.277149085184
-1042.5012848752563,-3272.381857258031
1217.193293349365,3826.420118248007
-641.3457287540639,-2012.0300905652816
484.688967427023,1525.3348345104655
-81.97393246546429,-254.72386833795005
206.64367917048887,651.9710357396401
140.21435086893615,443.0816322180783
277.4184044285464,874.1179069825937
-837.0688718085912,-2626.9084005311365
-1016.8899841948612,-3192.0102614278085
779.136317978544,2450.155479277469
-689.994170215446,-2165.098186907433
271.76916980387097,856.411744980568
1110.5979191487927,3491.9237347523745
1177.3945694019205,3701.482978090607
-531.3557917741617,-1666.3227107177347
29.721892623253098,96.33389069706898
-406.76530595098257,-1275.387471210899
450.56999946386355,1417.9631393825796
-900.0359145606944,-2824.9812872210587
92.34696170991982,292.96820604189014
354.11886582374893,1115.065066230426
474.9331926531595,1494.8758121788233
-182.35743119727377,-570.3223968718512
-432.7046233249624,-1356.4793270502025
794.2928702231716,2498.1068839798513
604.7711119740446,1902.9027297137827
-728.9686281722062,-2287.2171135444823
-823.2972678689505,-2583.5321588142556
-1171.1157077415319,-3676.664928378286
-947.9322577699362,-2975.4572970563554
209.20527818448573,660.120491209236
303.7223369358979,956.9954938375657
-226.3608972454075,-708.4727535819177
904.5677268651262,2844.4026202860973
-188.6675555516963,-590.1504235843253
561.419846136033,1766.603934034053
1087.4197611570066,3419.013489063844
-618.8884876324053,-1941.4464446339362
-27.46609621994044,-83.47223764161764
898.0964273995579,2824.440430405054
-924.3425201479912,-2901.005747483076
73.2856364939428,232.82297126309734
-943.0441697299152,-2959.8781191338376
976.1389946572036,3069.2618297312038
-1068.5183182119058,-3354.397974071876
1025.3380131980962,3223.7660100101302
342.0405130082008,1077.0153482655955
266.8522913734784,841.2653416807774
682.0708511570471,2145.3548915140836
99.11091621702694,314.13643188722136
421.5001021017673,1326.7256245041065
-558.433012356169,-1751.6012475576706
288.8452991129922,910.1528252006381
-889.547330954767,-2791.6582332302987
-885.8555702969047,-2780.013849365224
369.5444790312404,1163.808999294106
-1231.687670987214,-3866.752122072441
318.5956505894901,1003.574974887151
-41.760013381413785,-128.4384348857965
812.0815460664408,2554.2050334937267
-102.28665628178591,-318.7714211511145
-253.35128705708203,-793.2635079724784
450.85689725001725,1419.0919256341233
979.8379792640931,3081.1635928819433
-1004.8834577406332,-3154.3673316548816
-1119.8747422337037,-3515.2012920529537
-1064.804852723245,-3342.591143934526
1184.8314867439947,3725.1862171080697
-745.0975170756224,-2338.0746820707695
826.7630067304589,2600.3404626842344
-180.0074792187793,-562.9506408694822
-269.83999824726277,-844.886729652902
187.3754168221537,591.5329121926966
-80.47067006682119,-250.26692675127492
-711.6765821129695,-2233.222406780913
541.7260064141368,1704.8967924966696
-938.0278189290115,-2944.475252397565
115.92137983007775,366.9387128604195
-407.26619116486046,-1276.750665882567
651.648148600399,2049.8524454827807
229.92771596184267,725.1937875332845
-979.6556295702227,-3075.247532722064
-902.3177262846465,-2831.802661010485
-851.0145886647277,-2670.7257331332175
1171.5317238205448,3682.920541377325
-910.1621364128004,-2856.8539528021265
-83.69459079307377,-260.4244146027648
-332.97431274985155,-1043.592373355605
-74.07373121301312,-229.81780270067276
498.5858057007845,1568.8047232490524
-872.143801582086,-2737.1022496176206
-596.9776108640851,-1872.956392439071
495.50794316693555,1559.45341550397
-1098.6594968533796,-3448.5304125173534
956.6438518183388,3008.277853189421
914.5057503449387,2875.7901605542584
773.739692313212,2433.755591581316
-198.79709674119755,-621.940613164434
252.78213753275807,796.9203022954808
379.4879399975296,1194.7494711100542
-68.50306119224857,-212.54563065463742
-212.83913081278865,-666.0037224573082
439.82062660870383,1384.7024091239737
-372.3697164564892,-1167.1422335915743
-464.9483812720943,-1457.829423034578
432.1995310310892,1360.6339411522983
506.86855830761766,1594.9230594693458
-980.1551074830602,-3076.4661525310494
-1166.5237534936482,-3661.9465392129578
256.76131727169343,809.0965348609889
467.8953303388149,1472.60195580406
-513.1144220187296,-1609.3537951250257
-1101.1945808048392,-3456.763279965961
910.7396766964785,2863.591405394273
797.857002568923,2509.351584674734
319.8564248039897,1007.8425539098879
109.52567355162401,346.89494004320954
-472.26072754302504,-1481.1315521919455
-925.902871995652,-2906.3844314347625
540.3949111838851,1700.1900360053407
-291.65379315416743,-913.2937579345594
858.9147965547011,2701.0352298182597
746.3765513863862,2347.26109808713
-834.0038645711222,-2617.457055383545
-934.0971032178683,-2931.94029639304
863.7212561289004,2715.9821929014074
789.9483455664172,2484.306287294661
945.067535081613,2972.019909502172
-824.8096912900457,-2588.2242963577496
-119.3568667420892,-372.2789279225143
-953.6505744237559,-2993.377821009298
-285.52500101785216,-894.2070282885661
1200.7042977864396,3774.7159092995566
-985.303251906578,-3092.469165380683
1204.6362428721698,3786.981266242836
454.17774177503827,1429.2714477279574
-1005.6519568900993,-3156.414140838838
-189.03983399310394,-591.1361669674359
368.74955564017694,1161.0957061585368
-924.4734720579708,-2901.675111299762
865.076863427551,2720.5953468505813
-1220.2626237135198,-3831.010445762478
-731.1813136594313,-2294.272639929728
-842.6149043486554,-2644.697528736966
-785.6408548429281,-2465.2831729585314
-317.5871541662658,-994.813991757191
1045.8802765721014,3288.7069497152847
-443.4718393227206,-1390.2639409718038
-766.1863746998107,-2404.601662520538
-1041.7990425389899,-3270.0994390396704
-525.692735813678,-1648.6085608643102
287.49866642576274,905.8290091743957
-269.98103822208594,-845.6049701532642
-336.5864362577194,-1054.9702468980986
447.1056325652028,1407.051580370403
258.9243338866707,816.0661240100037
205.03760640150617,646.8876119667909
39.78882839996921,127.97425715777968
-793.6730606760868,-2490.960172588864
998.2604785590272,3138.643029196649
1223.0177651400713,3844.7930653577923
-956.0325111266571,-3000.9863410138255
308.8855978600275,973.0023719464897
-917.3036276205866,-2879.357999454917
-525.9684516707977,-1649.8934464320582
-341.2945720512181,-1069.2572852393223
-192.84235953170753,-603.2968582604055
-86.37575039096495,-268.77884559977605
-1133.9672218929634,-3559.6421336502194
-453.3651546248187,-1421.3615838789958
725.2303318841336,2281.0452350161204
-1101.7195569742328,-3458.504972793592
364.72449353273106,1148.7993436416693
1202.7426756474006,3781.462071663319
-1185.0126429372976,-3720.01131160766
-234.07814158480252,-732.5719362904251
815.1853080704792,2563.561657700373
322.6419998431795,1016.4404750522974
1074.3306756947363,3377.880667571047
-370.8902831106131,-1162.5767939652585
-46.513888556454745,-143.14985711660884
1162.3550818618137,3654.189319091681
-952.3423124171691,-2989.1413502693913
104.30536080378464,330.69171015312827
-95.19475172757761,-296.21074259231506
413.241658530124,1300.7917206795626
965.8198946397087,3036.970423868467
879.2950547742946,2764.936007113757
78.02625408903239,247.62604341505127
-701.4595688973283,-2201.02411975508
25.146109365495754,81.73422652364975
-15.729906340480694,-46.63286958441492
-79.37998025667231,-246.87524298833617
-1135.9164614213323,-3566.1065944302586
207.46098713317124,654.2529755919688
-209.6037151460418,-655.8793520852288
1201.1355919395473,3775.9709888572734
-1194.2962353141943,-3749.267440143436
1137.2382236276796,3575.3615057749016
-746.4650878171915,-2342.4562446818995
750.092322065024,2359.2454598281674
-981.9760174128464,-3082.2597814045894
149.67163185680488,472.82563863142735
-121.06870200060551,-377.91804724906103
736.9760786342316,2317.9700895258034
-731.8408700785579,-2296.2842241970875
1030.8702497405366,3241.330864049161
160.4438665779805,507.01104475022834
-343.8440617238578,-1077.7391459557957
971.2973528895917,3054.3521199776133
-228.20211071937783,-714.4362846397631
-997.9451276804464,-3132.2437482792047
820.1481284346997,2579.0481590458435
-1190.738933450874,-3738.0736767904955
-618.1595176123003,-1939.0054565889793
688.2546154362805,2164.889266568135
-551.0521753062177,-1728.6150026165258
353.5498552029149,1113.3105703738868
915.0774545794876,2877.4632900366405
352.14272833325737,1109.0650676697617
1187.4198491001307,3733.09190851905
-1032.9212335694335,-3242.4532417748583
872.3219402408923,2743.326803448286
903.0558838236293,2839.754782531055
-717.7932561509739,-2252.420459551
934.5430040119678,2938.7527782437987
-1066.2722539056958,-3347.310057856109
862.2271494630644,2711.7829539547997
-212.40430046592525,-664.5610463663851
-122.01866748766084,-380.85328666885096
508.5308056298448,1600.4992969872605
544.6922699858515,1713.6497330659515
1219.6210432771552,3834.5375344847043
-1106.9587820333709,-3475.079043627526
447.4392105453039,1408.6152902378117
655.0653894599528,2060.419365498997
-308.05610839116997,-965.0967443693609
-39.87867401052627,-122.7296870972397
636.3764546908112,2001.7329063742502
603.7268312908253,1899.6188104398557
1224.7153121777187,3850.1348439812764
-743.4864379867381,-2332.8341445798665
-863.9327444503989,-2711.624911399854
-65.70673427057686,-203.6817979125735
-250.075047239196,-782.9969248671798
-515.7809359023458,-1617.7645021374226
-1082.441833984357,-3398.150860232578
-324.8818872862663,-1018.1292958377787
-221.3209642744471,-692.5653760278119
-110.2816155063658,-343.9794347672344
209.31863253140963,660.1055553025939
-223.6153750424227,-699.8932250919604
580.1168009244425,1825.1292251301725
-543.7988710411322,-1705.472014440153
756.9314272012276,2380.830258209041
286.8548052126688,903.8688336327345
418.35742722960464,1316.8836866960257
210.32303756110718,663.5540692371803
-1021.1673177355885,-3205.1127297211697
628.0099732180093,1975.3950764649796
983.3583991840399,3091.988233882031
869.8793407799649,2735.6518125169496
-973.5035050993952,-3055.566071410604
668.9921423507591,2104.6342313328546
-268.11025251809923,-839.3632440152315
-894.6119891165772,-2808.0036999597155
768.0797146733032,2415.774638647149
-806.1767256054223,-2530.089605859815
948.5296245272249,2982.4515829794273
215.36408851245054,679.433738172955
147.10002830766936,465.07785603415533
-1167.8091643364182,-3665.9223460640396
-472.71594090170345,-1482.1665884912447
1013.8196638844994,3187.6222096062047
211.06229846274672,666.0700967322955
1206.024256348745,3791.4579335071157
666.7094000436119,2097.41383709952
363.90765609274996,1145.9842938681354
-1078.710768721184,-3386.003795613349
22.16656178044854,72.37055685695188
1037.70600728771,3262.618126841656
-92.42690100092328,-287.94724086879154
-624.4702104473708,-1958.9943814118967
877.2020195916384,2758.828247811485
-256.6112945969863,-803.7366966837966
28.91646681613288,93.36862864519549
-188.40008128276085,-589.3645015894082
-84.57565647385914,-262.80627380365985
472.60818749442734,1487.6711859635789
174.3986835909891,550.5498922826863
78.5362411020633,249.32397906606428
719.3722683159285,2262.618506988983
1002.5115052662449,3152.341022907298
-739.7816062983223,-2321.2902648472814
359.8296185789399,1132.9872550344408
639.3824815963105,2011.1573891491867
-1093.395854201238,-3432.0354818107844
-724.7336267378945,-2274.327009123276
1181.2783253344237,3714.0971338625322
-1030.2341758957764,-3233.6364835149175
-955.372499818411,-2998.8948667201093
-724.0180822804823,-2272.083208169748
219.13164802101647,691.2256716072443
1126.375517458549,3541.2484152783463
300.050902117349,945.1248456630534
794.0183256488742,2496.9171015970533
464.61157480313744,1462.5042987867516
540.2619729355622,1699.7926835987503
41.58853562002816,133.53407533671512
581.7142903393661,1829.9717024660692
-247.9050316726047,-776.1772374780157
-1082.884366303933,-3399.099549241849
-261.3155084434069,-818.2699472025021
-584.1152544241899,-1832.0525947903436
71.75172120278971,227.950746429177
12.89703103019839,42.93680508686615
-49.95098912851537,-153.94334423818768
176.68181694065393,557.8841859308355
271.4170143532613,855.303045741154
412.2316967870867,1297.5685619666615
-215.22182053463024,-673.5085370554848
-624.7494194709335,-1959.9934950323614
1038.7192299565552,3266.0875512373027
-1217.683893124878,-3822.9631285113214
1216.2546390413402,3823.9450803647856
1213.224683881474,3814.2261700537256
682.3064742369917,2145.9546978733547
1100.1668524202582,3458.8499482557086
-253.03257535433087,-792.0935315871086
1122.739386556658,3529.739911277339
1016.9982418714906,3197.556967793876
-5.813766243569851,-15.78982130341491
-791.3658252242848,-2483.5022841105692
-615.1928314798259,-1930.1118033628356
-842.2959776151881,-2643.1927049735655
467.22268847762507,1470.283334213304
-65.27888464107433,-202.34627383889526
-1101.6010438061633,-3458.1303411579092
204.12417533197333,644.0244551674608
14.925189622908796,49.68232946492567
162.50074543810805,513.5044291313558
-465.92218620049977,-1461.3115418108919
-584.977235882317,-1835.22504273371
-464.15548874910496,-1455.3466218639046
88.5807392377371,281.15822401757674
522.3796089372577,1643.564338277537
-898.2515908533942,-2818.977897854493
-1053.9179485116279,-3308.3731856375825
269.85567647763315,850.3138670415607
1134.7683102773638,3567.5238072755965
-778.1240485062256,-2441.740112086756
784.2303558031211,2466.598690516338
579.909141648829,1824.3372006554282
836.8134497748366,2631.4869121111715
935.4844129010622,2941.6577511807563
741.6473655788477,2332.6995342412392
-925.1923204043477,-2903.926368768359
-1063.6534063608394,-3338.635429936063
744.9351455664437,2342.7055654794844
-87.73184524326396,-273.19042990678855
-237.22631813796798,-742.7927031035656
-822.3770308063974,-2581.097550202628
578.0907949388863,1818.7840759096605
